'volatile acidity',chlorides,'free sulfur dioxide',density,sulphates,alcohol,Cluster,quality
0.265,0.036,46,0.99299,0.44,10.8,cluster3,7
0.255,0.051,29,0.99048,0.66,11.3,cluster4,6
0.26,0.028,13,0.99254,0.34,12.1,cluster4,6
0.17,0.03,22,0.9902,0.34,11.3,cluster3,7
0.265,0.036,46,0.99299,0.44,10.8,cluster3,7
0.2,0.028,21,0.99012,0.41,13.5,cluster3,7
0.28,0.044,11,0.99293,0.45,10.3,cluster1,5
0.22,0.035,58,1.00022,0.53,9,cluster5,6
0.34,0.041,51,0.99382,0.35,11.6,cluster4,6
0.28,0.044,11,0.99293,0.45,10.3,cluster1,5
0.19,0.029,39,0.98954,0.68,12.5,cluster4,6
0.21,0.042,28,0.99936,0.45,8.6,cluster2,5
0.22,0.16,34,0.9884,0.33,13.4,cluster4,6
0.32,0.026,18,0.99144,0.79,12.7,cluster3,4
0.21,0.167,65,0.99324,0.51,9.2,cluster2,5
0.26,0.034,18,0.99174,0.35,10.2,cluster5,6
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.27,0.04,45,0.99043,0.4,11.9,cluster1,5
0.22,0.07,67,0.99654,0.42,9,cluster5,6
0.24,0.055,47,0.99758,0.51,9,cluster2,5
0.28,0.051,40,0.99374,0.59,11,cluster4,6
0.15,0.051,29,0.99792,0.39,9,cluster3,7
0.17,0.039,10,0.99243,0.5,10,cluster1,5
0.26,0.04,25,0.99216,0.46,10.7,cluster1,5
0.27,0.042,24,0.99215,0.46,10.7,cluster1,5
0.46,0.026,29,0.98953,0.77,13.4,cluster4,8
0.19,0.015,47,0.99278,0.39,11,cluster4,6
0.17,0.039,10,0.99243,0.5,10,cluster1,5
0.26,0.04,25,0.99216,0.46,10.7,cluster1,5
0.27,0.042,24,0.99215,0.46,10.7,cluster1,5
0.19,0.015,47,0.99278,0.39,11,cluster4,6
0.2,0.016,31,0.99186,0.39,11,cluster4,6
0.17,0.028,22,0.99072,0.37,11.1,cluster3,7
0.2,0.025,10,0.99244,0.52,10.9,cluster1,5
0.39,0.017,22,0.99084,0.37,11.5,cluster1,5
0.46,0.026,29,0.98953,0.77,13.4,cluster4,8
0.4,0.033,59,0.99754,0.49,9.4,cluster2,5
0.4,0.033,59,0.99754,0.49,9.4,cluster2,5
0.4,0.033,59,0.99754,0.49,9.4,cluster2,5
0.24,0.035,53,0.99567,0.38,10.6,cluster5,6
0.4,0.033,59,0.99754,0.49,9.4,cluster2,5
0.27,0.014,15,0.99094,0.65,12,cluster3,4
0.27,0.042,61,0.99532,0.42,10.2,cluster5,6
0.24,0.035,53,0.99567,0.38,10.6,cluster5,6
0.61,0.009,65,0.9874,0.37,13.5,cluster1,5
0.42,0.04,61,0.99794,0.58,9.7,cluster2,5
0.33,0.018,41,0.99122,0.32,12.2,cluster4,6
0.33,0.04,29,0.99226,0.57,12.3,cluster1,5
0.33,0.018,41,0.99122,0.32,12.2,cluster4,6
0.15,0.022,38,0.99099,0.57,11.4,cluster3,7
0.32,0.022,31,0.99134,0.7,12.7,cluster3,7
0.42,0.04,61,0.99794,0.58,9.7,cluster2,5
0.25,0.02,31,0.99338,0.29,10.8,cluster4,6
0.27,0.018,23,0.9938,0.29,11,cluster4,6
0.27,0.05,52,0.9955,0.48,9.5,cluster2,5
0.25,0.064,29,0.99776,0.49,10.1,cluster5,6
0.19,0.027,11,0.98964,0.4,13.2,cluster3,7
0.29,0.037,61.5,0.99808,0.34,8.8,cluster2,5
0.34,0.043,54,0.99551,0.48,9.5,cluster2,5
0.27,0.044,53,0.99548,0.48,9.5,cluster2,5
0.26,0.047,52,0.99541,0.47,9.5,cluster5,6
0.27,0.05,52,0.9955,0.48,9.5,cluster2,5
0.26,0.051,46,0.99536,0.47,9.5,cluster2,5
0.25,0.043,53,0.99524,0.58,10.4,cluster5,6
0.32,0.049,63,0.9961,0.55,9.9,cluster5,6
0.24,0.046,22,0.99224,0.48,10,cluster1,5
0.25,0.064,29,0.99776,0.49,10.1,cluster5,6
0.13,0.056,33,0.99702,0.39,9.4,cluster5,6
0.39,0.098,13,0.99657,0.47,9.3,cluster0,5
0.21,0.057,21,0.99176,0.52,10.9,cluster1,5
0.3,0.042,21,0.99166,0.57,11.4,cluster1,5
0.2,0.036,7,0.99242,0.73,10.3,cluster1,5
0.18,0.033,20,0.99109,0.51,11,cluster4,6
0.21,0.057,21,0.99176,0.52,10.9,cluster1,5
0.17,0.042,16,0.99278,0.4,10.8,cluster4,6
0.2,0.036,7,0.99242,0.73,10.3,cluster1,5
0.18,0.033,20,0.99109,0.51,11,cluster4,6
0.39,0.098,13,0.99657,0.47,9.3,cluster0,5
0.21,0.041,7,0.99358,0.59,10.2,cluster1,5
0.21,0.042,7,0.99358,0.59,10.2,cluster5,6
0.17,0.042,16,0.99278,0.4,10.8,cluster4,6
0.26,0.06,42,0.99705,0.52,10.5,cluster5,3
0.28,0.052,23,0.9912,0.52,11.1,cluster1,5
0.21,0.057,21,0.99176,0.52,10.9,cluster1,5
0.3,0.042,21,0.99166,0.57,11.4,cluster1,5
0.34,0.049,31,0.99677,0.49,10.3,cluster1,5
0.43,0.042,18,0.99172,0.33,12.9,cluster3,7
0.41,0.045,28,0.9953,0.59,9.9,cluster2,5
0.4,0.036,43,0.99186,0.44,11.3,cluster4,6
0.35,0.034,36,0.99188,0.4,11.5,cluster4,6
0.35,0.034,36,0.99188,0.4,11.5,cluster4,6
0.3,0.039,34,0.99158,0.38,10.7,cluster1,5
0.28,0.042,52,0.99522,0.56,10.4,cluster5,6
0.33,0.033,39,0.99176,0.64,12.5,cluster4,6
0.26,0.052,48,0.99558,0.48,9.5,cluster2,5
0.24,0.042,31,0.9911,0.56,11.3,cluster3,7
0.46,0.034,12,0.99016,0.54,13,cluster4,6
0.35,0.034,36,0.99188,0.4,11.5,cluster4,6
0.23,0.053,13,0.98956,0.39,11.5,cluster1,5
0.4,0.036,43,0.99186,0.44,11.3,cluster4,6
0.44,0.035,24,0.99062,0.57,13.2,cluster3,7
0.26,0.034,23,0.99274,0.28,11.5,cluster3,7
0.31,0.086,30,0.993,0.44,9.6,cluster2,5
0.31,0.086,30,0.993,0.44,9.6,cluster2,5
0.15,0.058,45,0.9978,0.37,9.7,cluster5,6
0.41,0.052,49,0.9946,0.62,9.2,cluster2,5
0.31,0.052,34,0.99429,0.48,8.4,cluster2,5
0.27,0.05,41,0.99002,0.45,12.4,cluster4,6
0.27,0.05,41,0.99002,0.45,12.4,cluster4,6
0.41,0.052,49,0.9946,0.62,9.2,cluster2,5
0.31,0.052,34,0.99429,0.48,8.4,cluster2,5
0.37,0.028,24,0.9909,0.36,11.7,cluster4,6
0.21,0.036,41,0.99294,0.56,11,cluster4,6
0.26,0.032,36,0.99044,0.43,11.9,cluster4,6
0.34,0.028,46,0.98958,0.5,13.2,cluster3,7
0.37,0.028,24,0.9909,0.36,11.7,cluster4,6
0.32,0.055,36,0.9986,0.54,9.1,cluster2,5
0.24,0.023,20,0.99262,0.35,12.6,cluster4,6
0.32,0.055,36,0.9986,0.54,9.1,cluster2,5
0.39,0.194,23,0.99212,0.46,10.5,cluster5,6
0.31,0.047,18,0.99628,0.64,10.6,cluster1,5
0.24,0.023,20,0.99262,0.35,12.6,cluster4,6
0.17,0.03,32,0.98913,0.33,13.7,cluster3,7
0.2,0.037,38,0.99021,0.49,12,cluster4,6
0.32,0.031,26,0.99198,0.73,12.5,cluster3,7
0.12,0.03,40,0.99226,0.68,12.1,cluster4,6
0.18,0.032,68,0.99159,0.38,11.3,cluster4,6
0.2,0.037,38,0.99021,0.49,12,cluster4,6
0.17,0.049,28,0.99224,0.55,10.3,cluster5,6
0.21,0.039,47,0.99068,0.31,12.7,cluster4,6
0.25,0.048,52,0.99587,0.37,9.2,cluster2,5
0.25,0.048,52,0.99587,0.37,9.2,cluster2,5
0.22,0.054,108,0.99728,0.47,9.5,cluster5,6
0.27,0.045,98,0.99364,0.34,10.1,cluster5,6
0.27,0.045,98,0.99364,0.34,10.1,cluster5,6
0.39,0.038,17,0.99018,0.53,13,cluster3,7
0.31,0.04,41,0.98968,0.56,13.1,cluster4,6
0.23,0.048,59,0.99178,0.55,11,cluster4,6
0.25,0.048,52,0.99587,0.37,9.2,cluster2,5
0.22,0.056,112,0.9961,0.36,9.4,cluster5,6
0.22,0.054,108,0.99728,0.47,9.5,cluster5,6
0.23,0.055,74,0.99534,0.4,10.2,cluster5,6
0.27,0.045,98,0.99364,0.34,10.1,cluster5,6
0.36,0.054,63,0.99864,0.49,8.6,cluster2,4
0.37,0.094,58,0.99776,0.51,9,cluster2,5
0.26,0.062,50,0.99545,0.5,9.6,cluster2,5
0.22,0.057,45,0.99299,0.44,9.9,cluster3,7
0.22,0.059,54,0.99665,0.38,10.5,cluster1,5
0.28,0.053,20,0.99069,0.5,11.4,cluster1,5
0.35,0.069,58,0.99692,0.49,9.4,cluster2,5
0.73,0.054,25,0.99324,0.28,11.1,cluster0,4
0.28,0.047,42,0.99896,0.45,8.9,cluster5,6
0.28,0.047,42,0.99896,0.45,8.9,cluster5,6
0.2,0.049,28,0.99226,0.52,10.8,cluster1,5
0.33,0.045,34,0.99226,0.55,12.2,cluster4,6
0.28,0.047,42,0.99896,0.45,8.9,cluster5,6
0.24,0.029,21,0.99076,0.63,12.5,cluster4,6
0.33,0.045,34,0.99226,0.55,12.2,cluster4,6
0.24,0.029,21,0.99076,0.63,12.5,cluster4,6
0.28,0.047,42,0.99896,0.45,8.9,cluster5,6
0.27,0.046,43,0.9951,0.37,10.8,cluster4,6
0.38,0.043,28,0.99234,0.31,11.4,cluster4,6
0.2,0.049,28,0.99226,0.52,10.8,cluster1,5
0.21,0.036,47,0.99368,0.39,10.6,cluster1,5
0.34,0.044,17,0.9937,0.39,9.2,cluster2,5
0.435,0.031,21,0.99151,0.46,12.2,cluster4,6
0.25,0.021,17,0.99021,0.45,12.3,cluster4,6
0.26,0.038,40,0.99479,0.56,10.4,cluster5,6
0.24,0.035,72,0.9954,0.57,10.4,cluster5,6
0.23,0.035,54,0.99176,0.55,11,cluster3,7
0.21,0.036,47,0.99368,0.39,10.6,cluster1,5
0.34,0.044,17,0.9937,0.39,9.2,cluster2,5
0.65,0.013,4,0.99246,0.36,13.5,cluster4,4
0.22,0.144,12,0.9908,0.64,11.4,cluster4,6
0.27,0.071,26,0.98994,0.38,11.5,cluster4,6
0.455,0.036,33,0.98746,0.83,14,cluster3,7
0.33,0.036,34,0.99028,0.63,12.5,cluster3,7
0.33,0.036,34,0.99028,0.63,12.5,cluster3,7
0.31,0.038,30,0.98867,0.36,12.8,cluster3,7
0.39,0.037,45,0.99174,0.43,11.2,cluster3,7
0.39,0.037,45,0.99174,0.43,11.2,cluster3,7
0.37,0.04,49,0.99021,0.27,13.6,cluster4,6
0.23,0.149,70,0.99304,0.42,9.2,cluster5,6
0.33,0.036,34,0.99028,0.63,12.5,cluster3,7
0.25,0.054,24,0.99154,0.48,11.1,cluster4,6
0.39,0.037,45,0.99174,0.43,11.2,cluster3,7
0.455,0.036,33,0.98746,0.83,14,cluster3,7
0.37,0.04,49,0.99021,0.27,13.6,cluster4,6
0.28,0.056,49,0.9956,0.52,9.4,cluster2,5
0.35,0.037,31,0.98779,0.4,14.2,cluster3,7
0.31,0.035,28,0.98836,0.4,13.2,cluster4,6
0.25,0.05,24,0.99138,0.53,11.2,cluster4,6
0.36,0.057,46,0.99751,0.57,10.2,cluster2,5
0.31,0.038,30,0.98867,0.36,12.8,cluster3,7
0.31,0.045,16,0.99249,0.39,10.1,cluster1,5
0.31,0.045,16,0.99249,0.39,10.1,cluster1,5
0.22,0.031,38,0.99239,0.31,10.3,cluster1,5
0.14,0.056,30,0.99512,0.33,9.9,cluster5,6
0.22,0.046,17,0.99098,0.31,11.5,cluster1,5
0.32,0.063,27,0.99872,0.56,9,cluster2,5
0.32,0.063,27,0.99872,0.56,9,cluster2,5
0.28,0.03,25,0.98894,0.41,12.1,cluster4,6
0.3,0.036,28,0.988245,0.41,13.3,cluster4,6
0.22,0.05,43,0.99326,0.6,11.5,cluster3,8
0.31,0.039,28,0.99328,0.52,11,cluster3,4
0.27,0.04,26,0.99222,0.53,10.7,cluster5,6
0.46,0.046,50,0.99898,0.56,9.4,cluster0,5
0.23,0.042,16,0.99486,0.61,10.3,cluster5,6
0.36,0.185,51.5,0.99528,0.42,9.3,cluster0,5
0.18,0.04,41,0.99062,0.6,12,cluster4,6
0.27,0.048,47,0.99282,0.6,11,cluster4,6
0.4,0.053,36,0.996,0.5,9.3,cluster2,5
0.345,0.068,32,0.99138,0.4,10.1,cluster1,5
0.23,0.053,26,0.99166,0.47,11.1,cluster4,6
0.2,0.046,26,0.99408,0.58,9.9,cluster5,6
0.27,0.048,47,0.99281,0.6,11,cluster4,6
0.27,0.048,47,0.99282,0.6,11,cluster4,6
0.3,0.042,31,0.98964,0.42,12.5,cluster4,6
0.3,0.042,41,0.98952,0.44,12.7,cluster3,7
0.14,0.045,26,0.99469,0.45,9.3,cluster2,5
0.4,0.053,36,0.996,0.5,9.3,cluster2,5
0.345,0.068,32,0.99138,0.4,10.1,cluster1,5
0.33,0.066,36,0.9991,0.51,8.8,cluster2,5
0.16,0.043,34,0.99047,0.47,11.2,cluster4,6
0.22,0.038,45,0.99178,0.54,10.8,cluster3,7
0.33,0.066,36,0.9991,0.51,8.8,cluster2,5
0.16,0.043,34,0.99047,0.47,11.2,cluster4,6
0.24,0.05,22,0.99207,0.46,10.3,cluster1,5
0.31,0.026,15,0.99152,0.48,12,cluster1,5
0.185,0.048,36,0.99438,0.41,9.5,cluster5,6
0.185,0.048,36,0.99438,0.41,9.5,cluster5,6
0.43,0.04,54,0.99622,0.54,9.8,cluster5,6
0.39,0.084,55,0.99773,0.51,9,cluster2,5
0.58,0.032,40,0.99088,0.53,13,cluster3,7
0.34,0.044,13,0.99108,0.44,11.8,cluster3,7
0.35,0.056,61,0.99803,0.52,8.8,cluster2,5
0.38,0.05,18,0.99304,0.55,11.2,cluster3,4
0.185,0.048,36,0.99438,0.41,9.5,cluster5,6
0.27,0.049,35,0.99548,0.54,9.4,cluster2,4
0.29,0.049,35,0.99551,0.51,9.5,cluster5,6
0.17,0.034,33,0.99152,0.49,10.4,cluster5,6
0.18,0.035,42,0.99572,0.49,9.8,cluster3,7
0.17,0.034,33,0.99152,0.49,10.4,cluster5,6
0.37,0.175,16,0.99244,0.56,10.3,cluster5,6
0.27,0.049,35,0.99548,0.54,9.4,cluster2,4
0.29,0.049,35,0.99551,0.51,9.5,cluster5,6
0.24,0.033,61,0.9903,0.81,11.9,cluster3,7
0.32,0.025,35,0.99162,0.65,12.8,cluster3,7
0.27,0.03,18,0.99116,0.38,13,cluster4,6
0.29,0.04,41,0.9922,0.59,10.4,cluster3,7
0.29,0.034,41,0.99223,0.59,10.4,cluster5,6
0.22,0.035,54,0.99481,0.4,10.7,cluster1,5
0.22,0.036,81,0.9928,0.76,10.7,cluster3,7
0.24,0.033,61,0.9903,0.81,11.9,cluster3,7
0.23,0.043,31,0.99429,0.42,10.4,cluster5,6
0.32,0.025,35,0.99162,0.65,12.8,cluster3,7
0.11,0.044,45,0.99454,0.37,9.9,cluster5,6
0.11,0.044,45,0.99454,0.37,9.9,cluster5,6
0.23,0.048,73,0.99863,0.71,9.4,cluster5,6
0.2,0.048,46,0.991,0.43,11.4,cluster4,6
0.11,0.044,45,0.99454,0.37,9.9,cluster5,6
0.23,0.048,73,0.99863,0.71,9.4,cluster5,6
0.2,0.06,36,0.99317,0.39,9.2,cluster2,5
0.19,0.041,26,0.99173,0.57,10.5,cluster3,7
0.28,0.048,32,0.99455,0.54,11,cluster3,7
0.28,0.048,32,0.99455,0.54,11,cluster3,7
0.37,0.038,3,0.99186,0.72,12.1,cluster1,5
0.28,0.048,32,0.99455,0.54,11,cluster3,7
0.26,0.041,37,0.98944,0.39,12.8,cluster3,7
0.24,0.053,25,0.9942,0.98,10.5,cluster5,6
0.24,0.053,25,0.9942,0.98,10.5,cluster5,6
0.24,0.053,25,0.9942,0.98,10.5,cluster5,6
0.25,0.062,21,0.99238,0.4,9.5,cluster2,5
0.25,0.052,25,0.99782,0.45,9.2,cluster5,6
0.14,0.047,40,0.99111,0.72,11.1,cluster4,6
0.38,0.042,33,0.99067,0.5,12.3,cluster3,7
0.14,0.047,40,0.99111,0.72,11.1,cluster4,6
0.15,0.037,10,0.98878,0.58,12.6,cluster4,6
0.25,0.062,21,0.99238,0.4,9.5,cluster2,5
0.25,0.052,25,0.99782,0.45,9.2,cluster5,6
0.22,0.054,40,0.9938,0.57,10.8,cluster5,6
0.21,0.044,39,0.99143,0.6,11.3,cluster4,6
0.26,0.041,37,0.98944,0.39,12.8,cluster3,7
0.24,0.053,25,0.9942,0.98,10.5,cluster5,6
0.46,0.051,56,0.99588,0.56,9.8,cluster5,6
0.18,0.054,56,1.00038,0.61,8.5,cluster5,6
0.32,0.054,6,0.99424,0.5,9.3,cluster2,5
0.4,0.055,45,0.99626,0.52,9.2,cluster2,5
0.23,0.037,32,0.99076,0.51,11.4,cluster4,6
0.18,0.054,56,1.00038,0.61,8.5,cluster5,6
0.32,0.054,6,0.99424,0.5,9.3,cluster2,5
0.37,0.056,6,0.99536,0.46,8.4,cluster2,4
0.23,0.062,35,0.99318,0.4,9.2,cluster2,5
0.4,0.055,45,0.99626,0.52,9.2,cluster2,5
0.19,0.033,52,0.99726,0.79,10.4,cluster5,6
0.28,0.046,50,0.99126,0.56,11.6,cluster4,6
0.32,0.029,37,0.98998,0.6,12.4,cluster4,6
0.19,0.033,52,0.99726,0.79,10.4,cluster5,6
0.26,0.052,22,0.99304,0.54,9.3,cluster2,5
0.25,0.029,37,0.9892,0.46,12.2,cluster4,6
0.28,0.031,33,0.99296,0.46,11,cluster4,6
0.19,0.023,30,0.99047,0.38,11.4,cluster1,5
0.29,0.06,15,0.9924,0.41,9.5,cluster2,5
0.27,0.034,16,0.9989,0.53,9.2,cluster2,5
0.26,0.021,23,0.99338,0.62,11.1,cluster4,6
0.27,0.034,16,0.9989,0.53,9.2,cluster2,5
0.2,0.032,53,0.99404,0.58,11,cluster4,6
0.33,0.041,40,0.99287,0.48,9.9,cluster2,5
0.34,0.044,43,0.99286,0.46,9.9,cluster2,5
0.29,0.06,15,0.9924,0.41,9.5,cluster2,5
1.1,0.033,8,0.99058,0.47,12.4,cluster0,4
0.24,0.052,48,0.9934,0.5,9.4,cluster2,5
0.24,0.053,45,0.99545,0.52,9.3,cluster2,5
0.16,0.05,25,0.9984,0.43,8.7,cluster3,7
0.16,0.05,25,0.9984,0.43,8.7,cluster3,7
0.16,0.05,25,0.9984,0.43,8.7,cluster3,7
0.16,0.05,25,0.9984,0.43,8.7,cluster3,7
0.17,0.05,33,0.99971,0.43,9,cluster3,7
0.19,0.038,49,0.99546,0.63,10.7,cluster5,6
0.19,0.038,49,0.99546,0.63,10.7,cluster5,6
0.16,0.034,32,0.99058,0.58,11.3,cluster4,6
0.16,0.05,25,0.9984,0.43,8.7,cluster3,7
0.3,0.028,22,0.99314,0.38,11.7,cluster4,6
0.24,0.053,45,0.99545,0.52,9.3,cluster2,5
0.16,0.05,25,0.9984,0.43,8.7,cluster3,7
0.17,0.05,33,0.99971,0.43,9,cluster3,7
0.3,0.028,22,0.99314,0.38,11.7,cluster4,6
0.43,0.032,25,0.99565,0.51,10.7,cluster1,5
0.17,0.036,38,0.99056,0.54,11.4,cluster4,6
0.19,0.038,49,0.99546,0.63,10.7,cluster5,6
0.16,0.034,32,0.99058,0.58,11.3,cluster4,6
0.41,0.048,20,0.99362,0.42,10,cluster0,5
0.41,0.048,20,0.99362,0.42,10,cluster0,5
0.36,0.036,27,0.99196,0.49,11.2,cluster4,6
0.17,0.09,44,0.99255,0.41,9.7,cluster2,5
0.28,0.032,23,0.99027,0.42,12.5,cluster1,5
0.5,0.029,32,0.99302,0.78,12.9,cluster4,8
0.44,0.057,60,0.99257,0.36,11.8,cluster4,6
0.38,0.062,22,0.99506,0.72,10.6,cluster1,5
0.44,0.057,60,0.99257,0.36,11.8,cluster4,6
0.24,0.049,54,0.9952,0.37,10.7,cluster5,6
0.28,0.048,41,0.99498,0.51,9.9,cluster2,5
0.26,0.048,23,0.9903,0.46,12,cluster4,6
0.16,0.043,70.5,0.99706,0.82,10.4,cluster3,7
0.36,0.054,11,0.99398,0.39,8.5,cluster2,5
0.35,0.06,15,0.99588,0.38,9.9,cluster5,4
0.25,0.049,52.5,0.99691,0.45,9.4,cluster5,6
0.37,0.05,33,0.99608,0.46,10.4,cluster1,5
0.25,0.044,21,0.99142,0.59,11,cluster4,6
0.23,0.044,21,0.99138,0.57,11,cluster4,6
0.265,0.052,27,0.99432,0.38,10.4,cluster5,6
0.25,0.05,58,0.99592,0.5,9.8,cluster5,6
0.25,0.049,52.5,0.99691,0.45,9.4,cluster5,6
0.23,0.046,37,0.99432,0.53,10.6,cluster5,6
0.3,0.052,32,0.99266,0.44,10.1,cluster1,5
0.33,0.048,20,0.99456,0.3,11.5,cluster1,8
0.26,0.048,14,0.9915,0.45,11.4,cluster4,6
0.2,0.058,30,0.99322,0.38,9.2,cluster5,6
0.21,0.059,33,0.9927,0.38,9.7,cluster5,6
0.25,0.047,16,0.99173,0.46,11.3,cluster4,6
0.27,0.098,36,0.99412,0.49,9.6,cluster5,6
0.24,0.07,44,0.99666,0.46,8.9,cluster5,6
0.14,0.057,21,0.99425,0.36,10,cluster5,6
0.5,0.059,19,0.99314,0.4,9.2,cluster5,6
0.41,0.11,20,0.99672,0.41,9,cluster5,6
0.25,0.03,29,0.99024,0.58,12.8,cluster3,7
0.41,0.11,20,0.99672,0.41,9,cluster5,6
0.25,0.054,13,0.99366,0.55,9.5,cluster2,5
0.14,0.057,21,0.99425,0.36,10,cluster5,6
0.21,0.046,30,0.99299,0.38,11,cluster1,5
0.5,0.059,19,0.99314,0.4,9.2,cluster5,6
0.29,0.037,24,0.99528,0.38,10.6,cluster5,6
0.37,0.057,54,0.99568,0.42,10,cluster2,5
0.37,0.057,54,0.99568,0.42,10,cluster2,5
0.31,0.03,22,0.99062,0.38,11.7,cluster3,7
0.45,0.035,17,0.99058,0.36,12.5,cluster3,7
0.3,0.039,36,0.99059,0.47,11.1,cluster3,7
0.23,0.041,46,0.99119,0.62,9.7,cluster2,5
0.3,0.037,45,0.99727,0.38,12.3,cluster4,6
0.28,0.035,43,0.99021,0.38,12.2,cluster4,6
0.255,0.043,46,0.99238,0.76,11.3,cluster4,6
0.4,0.053,23,0.99164,0.38,11.6,cluster1,5
0.21,0.04,18,0.99006,0.56,11.3,cluster4,6
0.2,0.041,30,0.99078,0.56,11.1,cluster4,6
0.17,0.041,32,0.99036,0.57,11.2,cluster4,6
0.21,0.046,35,0.99123,0.45,11.3,cluster4,6
0.26,0.041,29,0.98978,0.45,12,cluster4,6
0.35,0.069,33,0.99908,0.5,8.8,cluster5,6
0.35,0.069,33,0.99908,0.5,8.8,cluster5,6
0.43,0.046,19,0.99022,0.34,12,cluster4,8
0.4,0.046,22,0.99024,0.31,12,cluster3,7
0.28,0.049,48,0.9973,0.44,9,cluster2,5
0.23,0.054,42,0.99853,0.6,9.3,cluster5,6
0.34,0.059,33,0.99769,0.56,8.7,cluster5,6
0.44,0.095,13,0.98954,0.63,12.8,cluster4,6
0.13,0.052,23,0.98974,0.5,11.5,cluster3,7
0.17,0.048,44,0.99382,0.54,10,cluster2,5
0.18,0.047,45,0.99383,0.54,10,cluster2,5
0.31,0.059,51,0.99538,0.56,10.3,cluster2,5
0.33,0.054,62,0.99734,0.56,10.4,cluster2,5
0.34,0.02,18,0.98981,0.29,13.4,cluster3,7
0.29,0.032,18,0.99095,0.62,11.2,cluster4,6
0.31,0.048,47,0.9964,0.36,9.1,cluster2,5
0.31,0.048,47,0.9964,0.36,9.1,cluster2,5
0.25,0.04,24,0.99411,0.31,10.8,cluster4,6
0.27,0.038,26,0.9915,0.34,12.5,cluster4,6
0.26,0.046,27,0.99234,0.73,11.3,cluster1,5
0.65,0.035,20,0.99016,0.48,12.8,cluster4,6
0.31,0.048,47,0.9964,0.36,9.1,cluster2,5
0.23,0.041,8,0.98949,0.39,12.7,cluster4,6
0.18,0.054,53,0.99287,0.54,11,cluster3,7
0.28,0.052,51,0.99544,0.58,10.4,cluster5,6
0.28,0.052,51,0.99544,0.58,10.4,cluster5,6
0.27,0.051,43,0.9941,0.53,10.7,cluster5,6
0.25,0.055,56,0.994,0.35,10.9,cluster4,6
0.28,0.052,51,0.99544,0.58,10.4,cluster5,6
0.26,0.052,54,0.99546,0.58,10.4,cluster5,6
0.13,0.064,56,0.99737,0.41,9.7,cluster3,7
0.18,0.054,53,0.99287,0.54,11,cluster3,7
0.2,0.055,8,0.99767,0.53,9.6,cluster5,6
0.24,0.038,40,0.98711,0.29,13.9,cluster3,7
0.48,0.046,6,0.99714,0.61,9.4,cluster0,5
0.26,0.032,29,0.99134,0.67,12.5,cluster4,6
0.2,0.055,8,0.99767,0.53,9.6,cluster5,6
0.3,0.049,50,0.9927,0.45,9.5,cluster2,5
0.32,0.048,61,0.9948,0.45,9.6,cluster2,5
0.3,0.049,50,0.9927,0.45,9.5,cluster2,5
0.34,0.047,63,0.99481,0.44,9.6,cluster2,5
0.16,0.056,33,0.99825,0.44,8.7,cluster3,7
0.16,0.056,33,0.99825,0.44,8.7,cluster3,7
0.16,0.056,33,0.99825,0.44,8.7,cluster3,7
0.16,0.056,33,0.99825,0.44,8.7,cluster3,7
0.16,0.056,33,0.99825,0.44,8.7,cluster3,7
0.16,0.056,33,0.99825,0.44,8.7,cluster3,7
0.26,0.061,12,0.99192,0.46,10.4,cluster1,5
0.31,0.063,13,0.99184,0.5,10.7,cluster1,5
0.22,0.05,23,0.99019,0.48,12,cluster3,7
0.23,0.044,35,0.98998,0.37,12.1,cluster3,7
0.17,0.04,39,0.98886,0.4,13.1,cluster4,8
0.19,0.039,30,0.98998,0.41,12.4,cluster4,6
0.21,0.035,45,0.98949,0.36,12.6,cluster3,7
0.16,0.056,33,0.99825,0.44,8.7,cluster3,7
0.22,0.04,31,0.99009,0.66,12,cluster1,5
0.34,0.06,14,0.99252,0.57,11.6,cluster4,6
0.34,0.174,36,0.99288,0.5,9.3,cluster0,5
0.24,0.05,65,0.99659,0.58,9.3,cluster5,6
0.35,0.048,25,0.99133,0.54,11.1,cluster3,7
0.24,0.049,68,0.99324,0.69,10.2,cluster5,6
0.25,0.037,35,0.99164,0.66,10.6,cluster5,6
0.19,0.038,49,0.99107,0.42,11.3,cluster3,7
0.24,0.052,81,0.9986,0.69,9.4,cluster2,5
0.31,0.053,31,0.99708,0.5,9.3,cluster5,6
0.25,0.039,15,0.99163,0.52,11.1,cluster4,6
0.38,0.055,15,0.99605,0.65,9.9,cluster5,6
0.3,0.041,29,0.99065,0.61,11.8,cluster3,7
0.33,0.04,24,0.9903,0.64,12.6,cluster3,7
0.24,0.052,81,0.9986,0.69,9.4,cluster2,5
0.27,0.043,23,0.99236,0.68,10.5,cluster1,5
0.24,0.037,40,0.98948,0.5,12.3,cluster4,6
0.33,0.048,25,0.99045,0.62,11.3,cluster4,6
0.21,0.097,21,0.9939,0.46,9.6,cluster2,5
0.22,0.04,14,0.98985,0.33,12,cluster4,6
0.27,0.05,36,0.99138,0.45,11.2,cluster1,5
